trial,element,model,block_noise_sd,ramp_noise_sd,block_noise_down,ramp_noise_down,block_noise_up,ramp_noise_up,final_position
a,red_block,agent,0.05,0.5,0.11690833680879512,0.0,0.0,0.0,967.8800440853855
a,red_block,physics,0.05,0.5,0.11690833680879512,0.0,0.0,0.0,967.8800440853855
a,red_block,ramp,0.05,0.5,0.0,0.0,0.019742981061558154,0.0,251.67233013955064
a,red_block,agent,0.05,0.5,0.004735401914365212,0.0,0.0,0.0,1081.1215980149414
a,red_block,physics,0.05,0.5,0.004735401914365212,0.0,0.0,0.0,1081.1215980149414
a,red_block,ramp,0.05,0.5,0.0,0.0,-0.04656891838603536,0.0,163.81164656522617
a,red_block,agent,0.05,0.5,0.002042797239655202,0.0,0.0,0.0,1085.559251978924
a,red_block,physics,0.05,0.5,0.002042797239655202,0.0,0.0,0.0,1085.559251978924
a,red_block,ramp,0.05,0.5,0.0,0.0,-0.0230448917819587,0.0,202.3320603566584
a,red_block,agent,0.05,0.5,-0.05894208756153359,0.0,0.0,0.0,1217.1110189575816
a,red_block,physics,0.05,0.5,-0.05894208756153359,0.0,0.0,0.0,1217.1110189575816
a,red_block,ramp,0.05,0.5,0.0,0.0,0.03347344571929848,0.0,264.15218914901396
a,red_block,agent,0.05,0.5,0.024983779656790526,0.0,0.0,0.0,1070.1036728712863
a,red_block,physics,0.05,0.5,0.024983779656790526,0.0,0.0,0.0,1070.1036728712863
a,red_block,ramp,0.05,0.5,0.0,0.0,-0.038770150532210425,0.0,176.4610518466584
a,red_block,agent,0.05,0.5,-0.012794014422380021,0.0,0.0,0.0,1111.6926818786687
a,red_block,physics,0.05,0.5,-0.012794014422380021,0.0,0.0,0.0,1111.6926818786687
a,red_block,ramp,0.05,0.5,0.0,0.0,-0.011304808239155237,0.0,217.59080207071977
a,red_block,agent,0.05,0.5,0.018670758481199364,0.0,0.0,0.0,1079.6508126756462
a,red_block,physics,0.05,0.5,0.018670758481199364,0.0,0.0,0.0,1079.6508126756462
a,red_block,ramp,0.05,0.5,0.0,0.0,0.05476663738193047,0.0,281.1849359737119
a,red_block,agent,0.05,0.5,-0.047037844201424386,0.0,0.0,0.0,1185.5115539713586
a,red_block,physics,0.05,0.5,-0.047037844201424386,0.0,0.0,0.0,1185.5115539713586
a,red_block,ramp,0.05,0.5,0.0,0.0,0.06467386806160491,0.0,288.32935137854327
a,red_block,agent,0.05,0.5,-0.04768585040316686,0.0,0.0,0.0,1187.1447958192673
a,red_block,physics,0.05,0.5,-0.04768585040316686,0.0,0.0,0.0,1187.1447958192673
a,red_block,ramp,0.05,0.5,0.0,0.0,-0.029962473610454284,0.0,189.70080696505636
a,red_block,agent,0.05,0.5,-0.06120363378569826,0.0,0.0,0.0,1223.5336533631335
a,red_block,physics,0.05,0.5,-0.06120363378569826,0.0,0.0,0.0,1223.5336533631335
a,red_block,ramp,0.05,0.5,0.0,0.0,0.04974998138354699,0.0,277.39036803279214
a,red_block,agent,0.05,0.5,-0.07225938448066183,0.0,0.0,0.0,1257.1305934193379
a,red_block,physics,0.05,0.5,-0.07225938448066183,0.0,0.0,0.0,1257.1305934193379
a,red_block,ramp,0.05,0.5,0.0,0.0,-0.01390637643001127,0.0,214.33683943589588
a,red_block,agent,0.05,0.5,-0.004300949310976416,0.0,0.0,0.0,1096.2879331790928
a,red_block,physics,0.05,0.5,-0.004300949310976416,0.0,0.0,0.0,1096.2879331790928
a,red_block,ramp,0.05,0.5,0.0,0.0,-0.039149159353626437,0.0,175.86785938602728
a,red_block,agent,0.05,0.5,0.060973996806012204,0.0,0.0,0.0,1023.0293095333609
a,red_block,physics,0.05,0.5,0.060973996806012204,0.0,0.0,0.0,1023.0293095333609
a,red_block,ramp,0.05,0.5,0.0,0.0,-0.06854886838021539,0.0,122.59721827990518
a,red_block,agent,0.05,0.5,0.007474238640790253,0.0,0.0,0.0,1076.6435316285306
