trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,3.091396530018628e-230,8.60410268373827e-293,2.437526259491456e-06,2.5366324002812644e-05
trial_a,agent,3.091396530018628e-230,8.60410268373827e-293,2.437526259491456e-06,2.5366324002812644e-05
trial_a,ramp,4.5104981425749656e-05,3.0420594345083223e-06,0.0,0.0
trial_b,physics,2.357109236560657e-214,2.6748087879207127e-219,8.919768004864979e-06,9.104888488639377e-06
trial_b,agent,2.357109236560657e-214,2.6748087879207127e-219,8.919768004864979e-06,9.104888488639377e-06
trial_b,ramp,1.3027697177958599e-05,1.3220350274903997e-05,5.997744975837846e-219,2.412528812173743e-218
trial_c,physics,2.5366324002812614e-05,2.43752625949146e-06,8.604102683738268e-293,3.0913965300187594e-230
trial_c,agent,0.0,0.0,3.0420594345083164e-06,4.5104981425749683e-05
trial_c,ramp,0.0,0.0,3.0420594345083164e-06,4.5104981425749683e-05
trial_d,physics,9.104888488639391e-06,8.919768004865018e-06,2.674808787920344e-219,2.357109236560832e-214
trial_d,agent,2.412528812174078e-218,5.997744975838727e-219,1.3220350274903992e-05,1.30276971779586e-05
trial_d,ramp,2.412528812174078e-218,5.997744975838727e-219,1.3220350274903992e-05,1.30276971779586e-05
