trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,8.942533956979609e-08,8.619125553242571e-08,2.0507893785401074e-07,2.0802310744558433e-07
trial_a,agent,8.942533956979609e-08,8.619125553242571e-08,2.0507893785401074e-07,2.0802310744558433e-07
trial_a,ramp,3.293717714876511e-07,3.2551348672736726e-07,7.514542238875483e-08,8.150748758682225e-08
trial_b,physics,4.145294597989204e-10,3.6956346247454934e-10,2.70159383019618e-06,2.590039641384461e-06
trial_b,agent,4.145294597989204e-10,3.6956346247454934e-10,2.70159383019618e-06,2.590039641384461e-06
trial_b,ramp,1.8887453762022292e-06,2.0314572642179898e-06,8.497856739882367e-10,8.407346031372699e-10
trial_c,physics,2.0802310744558433e-07,2.0507893785401074e-07,8.619125553242574e-08,8.94253395697961e-08
trial_c,agent,8.150748758682225e-08,7.514542238875486e-08,3.255134867273673e-07,3.2937177148765106e-07
trial_c,ramp,8.150748758682225e-08,7.514542238875486e-08,3.255134867273673e-07,3.2937177148765106e-07
trial_d,physics,2.5900396413844618e-06,2.7015938301961817e-06,3.695634624745491e-10,4.1452945979891936e-10
trial_d,agent,8.407346031372693e-10,8.497856739882366e-10,2.03145726421799e-06,1.8887453762022292e-06
trial_d,ramp,8.407346031372693e-10,8.497856739882366e-10,2.03145726421799e-06,1.8887453762022292e-06
