trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,4.620184038952265e-08,2.8586142677107415e-08,2.678312771360198e-07,2.8157803264256424e-07
trial_a,agent,4.620184038952265e-08,2.8586142677107415e-08,2.678312771360198e-07,2.8157803264256424e-07
trial_a,ramp,4.876939560742063e-07,4.6381453787515483e-07,9.757060065924131e-09,2.5109588537951534e-08
trial_b,physics,8.319086461585951e-08,7.167437475264207e-08,7.681133656465014e-07,7.629062313039796e-07
trial_b,agent,8.319086461585951e-08,7.167437475264207e-08,7.681133656465014e-07,7.629062313039796e-07
trial_b,ramp,5.301135262122457e-07,5.3371618985636e-07,1.1141794095675493e-07,1.1900167752219301e-07
trial_c,physics,2.815780326425643e-07,2.678312771360198e-07,2.858614267710743e-08,4.620184038952265e-08
trial_c,agent,2.510958853795153e-08,9.757060065924133e-09,4.6381453787515467e-07,4.876939560742063e-07
trial_c,ramp,2.510958853795153e-08,9.757060065924133e-09,4.6381453787515467e-07,4.876939560742063e-07
trial_d,physics,7.629062313039796e-07,7.681133656465014e-07,7.167437475264202e-08,8.319086461585953e-08
trial_d,agent,1.1900167752219301e-07,1.114179409567549e-07,5.337161898563599e-07,5.301135262122456e-07
trial_d,ramp,1.1900167752219301e-07,1.114179409567549e-07,5.337161898563599e-07,5.301135262122456e-07
