trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,7.199347752849743e-08,6.095475396141671e-08,1.5844628932748306e-07,1.6185984501920953e-07
trial_a,agent,7.199347752849743e-08,6.095475396141671e-08,1.5844628932748306e-07,1.6185984501920953e-07
trial_a,ramp,2.7777912454157666e-07,2.7220502442120214e-07,4.104659681803533e-08,6.240133302120267e-08
trial_b,physics,4.09407814506412e-08,3.326095518430823e-08,1.1899984569426407e-06,1.180981697192728e-06
trial_b,agent,4.09407814506412e-08,3.326095518430823e-08,1.1899984569426407e-06,1.180981697192728e-06
trial_b,ramp,9.087228481976288e-07,9.191632602782439e-07,6.110712941934618e-08,7.164318929816513e-08
trial_c,physics,1.6185984501920966e-07,1.5844628932748322e-07,6.095475396141672e-08,7.199347752849743e-08
trial_c,agent,6.240133302120268e-08,4.1046596818035344e-08,2.7220502442120225e-07,2.7777912454157666e-07
trial_c,ramp,6.240133302120268e-08,4.1046596818035344e-08,2.7220502442120225e-07,2.7777912454157666e-07
trial_d,physics,1.1809816971927284e-06,1.189998456942641e-06,3.326095518430823e-08,4.0940781450641164e-08
trial_d,agent,7.164318929816515e-08,6.110712941934625e-08,9.191632602782437e-07,9.087228481976287e-07
trial_d,ramp,7.164318929816515e-08,6.110712941934625e-08,9.191632602782437e-07,9.087228481976287e-07
