trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,3.673958343450548e-08,3.623546472009994e-08,4.485204108538137e-08,4.501911389447455e-08
trial_a,agent,3.673958343450548e-08,3.623546472009994e-08,4.485204108538137e-08,4.501911389447455e-08
trial_a,ramp,7.11037308402531e-08,7.085757902699272e-08,5.011717844094876e-08,5.2046560819457374e-08
trial_b,physics,1.3014626316584718e-07,1.2601162569218216e-07,7.0705336275047e-07,7.007461677986954e-07
trial_b,agent,1.3014626316584718e-07,1.2601162569218216e-07,7.0705336275047e-07,7.007461677986954e-07
trial_b,ramp,6.055038557871818e-07,6.16362508250218e-07,1.4831092589383917e-07,1.5155972442184059e-07
trial_c,physics,4.501911389447456e-08,4.485204108538138e-08,3.6235464720099954e-08,3.673958343450548e-08
trial_c,agent,5.2046560819457374e-08,5.011717844094876e-08,7.085757902699272e-08,7.11037308402531e-08
trial_c,ramp,5.2046560819457374e-08,5.011717844094876e-08,7.085757902699272e-08,7.11037308402531e-08
trial_d,physics,7.007461677986956e-07,7.0705336275047e-07,1.260116256921821e-07,1.3014626316584718e-07
trial_d,agent,1.5155972442184059e-07,1.4831092589383917e-07,6.163625082502181e-07,6.055038557871822e-07
trial_d,ramp,1.5155972442184059e-07,1.4831092589383917e-07,6.163625082502181e-07,6.055038557871822e-07
