trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,2.151862754262334e-08,1.5363192913384044e-08,7.47520925308565e-07,8.049938849558851e-07
trial_a,agent,2.151862754262334e-08,1.5363192913384044e-08,7.47520925308565e-07,8.049938849558851e-07
trial_a,ramp,1.2311784565458663e-06,1.168069951543455e-06,3.01284972706128e-09,4.824171485103566e-09
trial_b,physics,9.935631607199542e-18,6.7136347993879796e-18,3.79614711845557e-06,3.620837272572756e-06
trial_b,agent,9.935631607199542e-18,6.7136347993879796e-18,3.79614711845557e-06,3.620837272572756e-06
trial_b,ramp,2.3623872775117404e-06,2.6352811544440583e-06,8.96039122716293e-14,9.451570970646507e-14
trial_c,physics,8.049938849558851e-07,7.475209253085651e-07,1.5363192913384054e-08,2.151862754262332e-08
trial_c,agent,4.8241714851035665e-09,3.012849727061281e-09,1.1680699515434547e-06,1.2311784565458657e-06
trial_c,ramp,4.8241714851035665e-09,3.012849727061281e-09,1.1680699515434547e-06,1.2311784565458657e-06
trial_d,physics,3.620837272572761e-06,3.7961471184555788e-06,6.713634799387978e-18,9.935631607199515e-18
trial_d,agent,9.451570970646553e-14,8.960391227162926e-14,2.6352811544440587e-06,2.3623872775117412e-06
trial_d,ramp,9.451570970646553e-14,8.960391227162926e-14,2.6352811544440587e-06,2.3623872775117412e-06
