trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,2.7474076292819587e-71,6.854013105012435e-93,2.4405928748328767e-06,1.2579077579842403e-05
trial_a,agent,2.7474076292819587e-71,6.854013105012435e-93,2.4405928748328767e-06,1.2579077579842403e-05
trial_a,ramp,2.5888415824894286e-05,3.4385796379334063e-06,8.261832449213209e-181,1.1408037989922493e-135
trial_b,physics,4.275985656144247e-23,1.7157145617509878e-24,6.689699622837834e-06,6.317152738367853e-06
trial_b,agent,4.275985656144247e-23,1.7157145617509878e-24,6.689699622837834e-06,6.317152738367853e-06
trial_b,ramp,4.654290130138184e-06,5.1793376699714204e-06,2.7085609389592174e-15,9.14258535495892e-15
trial_c,physics,1.2579077579842401e-05,2.4405928748328745e-06,6.854013105012612e-93,2.747407629281831e-71
trial_c,agent,1.1408037989921467e-135,8.261832449212099e-181,3.4385796379334084e-06,2.5888415824894273e-05
trial_c,ramp,1.1408037989921467e-135,8.261832449212099e-181,3.4385796379334084e-06,2.5888415824894273e-05
trial_d,physics,6.317152738367853e-06,6.689699622837832e-06,1.7157145617509797e-24,4.275985656144167e-23
trial_d,agent,9.142585354958987e-15,2.7085609389592323e-15,5.179337669971415e-06,4.654290130138181e-06
trial_d,ramp,9.142585354958987e-15,2.7085609389592323e-15,5.179337669971415e-06,4.654290130138181e-06
