trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,7.269185510620555e-66,2.4000372101884015e-81,2.369663262104534e-06,1.645592549789666e-05
trial_a,agent,7.269185510620555e-66,2.4000372101884015e-81,2.369663262104534e-06,1.645592549789666e-05
trial_a,ramp,2.9217995879487174e-05,3.4555592341901675e-06,6.049868347283478e-160,6.824139220131035e-123
trial_b,physics,5.381427837073815e-66,1.7342417159362516e-66,1.117332565407431e-05,9.0447516125554e-06
trial_b,agent,5.381427837073815e-66,1.7342417159362516e-66,1.117332565407431e-05,9.0447516125554e-06
trial_b,ramp,8.384899546006154e-06,1.0065526570482555e-05,1.206988295913051e-59,6.46801841312603e-60
trial_c,physics,1.645592549789665e-05,2.369663262104535e-06,2.400037210188391e-81,7.269185510620615e-66
trial_c,agent,6.824139220131152e-123,6.049868347284806e-160,3.4555592341901645e-06,2.9217995879487184e-05
trial_c,ramp,6.824139220131152e-123,6.049868347284806e-160,3.4555592341901645e-06,2.9217995879487184e-05
trial_d,physics,9.044751612555413e-06,1.1173325654074327e-05,1.7342417159361678e-66,5.381427837073584e-66
trial_d,agent,6.468018413126567e-60,1.2069882959131528e-59,1.0065526570482551e-05,8.384899546006153e-06
trial_d,ramp,6.468018413126567e-60,1.2069882959131528e-59,1.0065526570482551e-05,8.384899546006153e-06
