trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,6.349126265359173e-08,6.154408162415085e-08,9.658808035938142e-08,9.73289890663992e-08
trial_a,agent,6.349126265359173e-08,6.154408162415085e-08,9.658808035938142e-08,9.73289890663992e-08
trial_a,ramp,1.5420896521319868e-07,1.5311721169257319e-07,7.27615066115285e-08,7.920394476964915e-08
trial_b,physics,2.513860218952889e-12,1.1811256297555792e-12,5.162583724181834e-06,4.872693178897573e-06
trial_b,agent,2.513860218952889e-12,1.1811256297555792e-12,5.162583724181834e-06,4.872693178897573e-06
trial_b,ramp,2.8924739113042523e-06,3.0677798129686293e-06,1.1003523017672832e-10,1.7094521450828528e-10
trial_c,physics,9.73289890663992e-08,9.658808035938145e-08,6.154408162415088e-08,6.349126265359175e-08
trial_c,agent,7.920394476964915e-08,7.276150661152851e-08,1.5311721169257319e-07,1.5420896521319865e-07
trial_c,ramp,7.920394476964915e-08,7.276150661152851e-08,1.5311721169257319e-07,1.5420896521319865e-07
trial_d,physics,4.872693178897576e-06,5.1625837241818344e-06,1.1811256297555762e-12,2.513860218952888e-12
trial_d,agent,1.709452145082857e-10,1.1003523017672834e-10,3.06777981296863e-06,2.8924739113042523e-06
trial_d,ramp,1.709452145082857e-10,1.1003523017672834e-10,3.06777981296863e-06,2.8924739113042523e-06
