trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,3.785588934912115e-19,6.85972744443183e-23,1.8649744613635242e-06,4.0286138857549504e-06
trial_a,agent,3.785588934912115e-19,6.85972744443183e-23,1.8649744613635242e-06,4.0286138857549504e-06
trial_a,ramp,7.2116218997284285e-06,3.1841020084133476e-06,1.964848334576436e-36,1.1822996612796542e-28
trial_b,physics,4.145294597989204e-10,3.6956346247454934e-10,2.70159383019618e-06,2.590039641384461e-06
trial_b,agent,4.145294597989204e-10,3.6956346247454934e-10,2.70159383019618e-06,2.590039641384461e-06
trial_b,ramp,1.8887453762022292e-06,2.0314572642179898e-06,8.497856739882367e-10,8.407346031372699e-10
trial_c,physics,4.0286138857549504e-06,1.864974461363524e-06,6.859727444431855e-23,3.785588934912152e-19
trial_c,agent,1.1822996612796472e-28,1.9648483345764333e-36,3.1841020084133485e-06,7.211621899728431e-06
trial_c,ramp,1.1822996612796472e-28,1.9648483345764333e-36,3.1841020084133485e-06,7.211621899728431e-06
trial_d,physics,2.5900396413844618e-06,2.7015938301961817e-06,3.695634624745491e-10,4.1452945979891936e-10
trial_d,agent,8.407346031372693e-10,8.497856739882366e-10,2.03145726421799e-06,1.8887453762022292e-06
trial_d,ramp,8.407346031372693e-10,8.497856739882366e-10,2.03145726421799e-06,1.8887453762022292e-06
