trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,6.257081707494045e-10,1.239944949333571e-10,1.4518238595250758e-06,1.8783610969202846e-06
trial_a,agent,6.257081707494045e-10,1.239944949333571e-10,1.4518238595250758e-06,1.8783610969202846e-06
trial_a,ramp,3.22885668850251e-06,2.4583494426351627e-06,4.777537375503829e-14,1.9644214739788026e-12
trial_b,physics,5.2179904559540446e-08,5.08794032724905e-08,9.903947863362719e-07,9.807133165733035e-07
trial_b,agent,5.2179904559540446e-08,5.08794032724905e-08,9.903947863362719e-07,9.807133165733035e-07
trial_b,ramp,8.341850492428731e-07,8.390555001030312e-07,6.122430831829833e-08,6.265288086075287e-08
trial_c,physics,1.878361096920285e-06,1.451823859525076e-06,1.2399449493335705e-10,6.257081707494041e-10
trial_c,agent,1.9644214739787977e-12,4.777537375503831e-14,2.4583494426351636e-06,3.22885668850251e-06
trial_c,ramp,1.9644214739787977e-12,4.777537375503831e-14,2.4583494426351636e-06,3.22885668850251e-06
trial_d,physics,9.80713316573303e-07,9.903947863362717e-07,5.0879403272490454e-08,5.217990455954047e-08
trial_d,agent,6.265288086075282e-08,6.122430831829833e-08,8.390555001030314e-07,8.341850492428732e-07
trial_d,ramp,6.265288086075282e-08,6.122430831829833e-08,8.390555001030314e-07,8.341850492428732e-07
