trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,1.5499405680615718e-08,1.5423078659498457e-08,1.675544432253371e-08,1.6778757867218212e-08
trial_a,agent,1.5499405680615718e-08,1.5423078659498457e-08,1.675544432253371e-08,1.6778757867218212e-08
trial_a,ramp,2.6450070891934e-08,2.641624221382447e-08,2.3146982205019752e-08,2.3463329357880617e-08
trial_b,physics,1.53179261710375e-07,1.5156485431866782e-07,2.51011189465419e-07,2.5034272142695275e-07
trial_b,agent,1.53179261710375e-07,1.5156485431866782e-07,2.51011189465419e-07,2.5034272142695275e-07
trial_b,ramp,2.464478145685588e-07,2.4818593207746483e-07,1.594575085891328e-07,1.5984206798169325e-07
trial_c,physics,1.6778757867218215e-08,1.6755444322533715e-08,1.5423078659498463e-08,1.5499405680615718e-08
trial_c,agent,2.3463329357880617e-08,2.3146982205019752e-08,2.6416242213824465e-08,2.6450070891934e-08
trial_c,ramp,2.3463329357880617e-08,2.3146982205019752e-08,2.6416242213824465e-08,2.6450070891934e-08
trial_d,physics,2.5034272142695286e-07,2.5101118946541903e-07,1.5156485431866782e-07,1.53179261710375e-07
trial_d,agent,1.5984206798169328e-07,1.5945750858913282e-07,2.4818593207746494e-07,2.4644781456855874e-07
trial_d,ramp,1.5984206798169328e-07,1.5945750858913282e-07,2.4818593207746494e-07,2.4644781456855874e-07
