trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,4.234683674385663e-08,4.129297298840008e-08,5.379359569979478e-08,5.4076647255822524e-08
trial_a,agent,4.234683674385663e-08,4.129297298840008e-08,5.379359569979478e-08,5.4076647255822524e-08
trial_a,ramp,9.623968639380538e-08,9.573383012042138e-08,5.773716938884087e-08,6.223713643070349e-08
trial_b,physics,1.660363902645665e-07,1.6164676258397125e-07,5.985664455708011e-07,5.941961651227771e-07
trial_b,agent,1.660363902645665e-07,1.6164676258397125e-07,5.985664455708011e-07,5.941961651227771e-07
trial_b,ramp,5.65052895092686e-07,5.758169941489413e-07,1.8431256333641432e-07,1.8534809690408205e-07
trial_c,physics,5.4076647255822524e-08,5.379359569979478e-08,4.129297298840008e-08,4.234683674385663e-08
trial_c,agent,6.22371364307035e-08,5.7737169388840884e-08,9.57338301204214e-08,9.623968639380542e-08
trial_c,ramp,6.22371364307035e-08,5.7737169388840884e-08,9.57338301204214e-08,9.623968639380542e-08
trial_d,physics,5.941961651227777e-07,5.985664455708011e-07,1.6164676258397122e-07,1.660363902645665e-07
trial_d,agent,1.8534809690408208e-07,1.8431256333641438e-07,5.758169941489413e-07,5.65052895092686e-07
trial_d,ramp,1.8534809690408208e-07,1.8431256333641438e-07,5.758169941489413e-07,5.65052895092686e-07
