trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,2.0716125284531687e-11,2.6905569407028502e-12,1.7778933671724652e-06,2.422267940651099e-06
trial_a,agent,2.0716125284531687e-11,2.6905569407028502e-12,1.7778933671724652e-06,2.422267940651099e-06
trial_a,ramp,3.1831454543168577e-06,2.4540002229733885e-06,4.55197301569539e-15,2.5796316677970986e-13
trial_b,physics,4.712666064520997e-26,2.840364851439943e-26,6.0571343697118215e-06,6.001467092336034e-06
trial_b,agent,4.712666064520997e-26,2.840364851439943e-26,6.0571343697118215e-06,6.001467092336034e-06
trial_b,ramp,7.29449066721833e-06,7.1186966661467956e-06,4.833111258053081e-26,6.066943648911248e-26
trial_c,physics,2.4222679406510997e-06,1.7778933671724652e-06,2.6905569407028527e-12,2.0716125284531687e-11
trial_c,agent,2.5796316677970733e-13,4.551973015695332e-15,2.454000222973388e-06,3.1831454543168577e-06
trial_c,ramp,2.5796316677970733e-13,4.551973015695332e-15,2.454000222973388e-06,3.1831454543168577e-06
trial_d,physics,6.001467092336033e-06,6.057134369711826e-06,2.8403648514398744e-26,4.712666064520942e-26
trial_d,agent,6.066943648911355e-26,4.8331112580531387e-26,7.118696666146794e-06,7.294490667218327e-06
trial_d,ramp,6.066943648911355e-26,4.8331112580531387e-26,7.118696666146794e-06,7.294490667218327e-06
