trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,3.7022352505726345e-47,1.970514188726363e-57,2.07645791245647e-06,1.5646484460271554e-05
trial_a,agent,3.7022352505726345e-47,1.970514188726363e-57,2.07645791245647e-06,1.5646484460271554e-05
trial_a,ramp,3.229054048584651e-05,2.6523402480257535e-06,7.31433385650815e-127,3.176010993274077e-99
trial_b,physics,6.253488718598347e-11,3.638116627249253e-11,3.5817141669351636e-06,3.4689327529350144e-06
trial_b,agent,6.253488718598347e-11,3.638116627249253e-11,3.5817141669351636e-06,3.4689327529350144e-06
trial_b,ramp,2.4669125197724837e-06,2.6580647604443243e-06,4.007775742385443e-10,4.19497021586489e-10
trial_c,physics,1.5646484460271554e-05,2.0764579124564688e-06,1.970514188726314e-57,3.7022352505725576e-47
trial_c,agent,3.1760109932739863e-99,7.314333856508678e-127,2.6523402480257654e-06,3.229054048584649e-05
trial_c,ramp,3.1760109932739863e-99,7.314333856508678e-127,2.6523402480257654e-06,3.229054048584649e-05
trial_d,physics,3.4689327529350165e-06,3.5817141669351636e-06,3.638116627249264e-11,6.253488718598375e-11
trial_d,agent,4.1949702158648936e-10,4.0077757423854466e-10,2.6580647604443243e-06,2.4669125197724846e-06
trial_d,ramp,4.1949702158648936e-10,4.0077757423854466e-10,2.6580647604443243e-06,2.4669125197724846e-06
