trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,1.9261828877610634e-08,1.9240746497087838e-08,2.1215263060562713e-08,2.1241261034712153e-08
trial_a,agent,1.9261828877610634e-08,1.9240746497087838e-08,2.1215263060562713e-08,2.1241261034712153e-08
trial_a,ramp,3.0080857899599025e-08,3.0051176725419185e-08,2.6169401487501207e-08,2.6243510264602782e-08
trial_b,physics,1.6895165406981535e-07,1.6534207248822756e-07,4.915709727063652e-07,4.888029577950395e-07
trial_b,agent,1.6895165406981535e-07,1.6534207248822756e-07,4.915709727063652e-07,4.888029577950395e-07
trial_b,ramp,4.531876202969072e-07,4.5809638352661575e-07,1.8240960439508097e-07,1.8388404898324013e-07
trial_c,physics,2.1241261034712163e-08,2.121526306056272e-08,1.924074649708784e-08,1.9261828877610637e-08
trial_c,agent,2.6243510264602782e-08,2.6169401487501213e-08,3.005117672541919e-08,3.0080857899599025e-08
trial_c,ramp,2.6243510264602782e-08,2.6169401487501213e-08,3.005117672541919e-08,3.0080857899599025e-08
trial_d,physics,4.888029577950396e-07,4.915709727063652e-07,1.6534207248822754e-07,1.6895165406981535e-07
trial_d,agent,1.8388404898324013e-07,1.8240960439508102e-07,4.580963835266158e-07,4.531876202969072e-07
trial_d,ramp,1.8388404898324013e-07,1.8240960439508102e-07,4.580963835266158e-07,4.531876202969072e-07
