trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,9.16680524774288e-12,3.013357838308761e-13,1.2407658541692533e-06,1.7803003006650214e-06
trial_a,agent,9.16680524774288e-12,3.013357838308761e-13,1.2407658541692533e-06,1.7803003006650214e-06
trial_a,ramp,3.651259462113208e-06,2.535887618981138e-06,2.7617197265446994e-18,2.1661817936225373e-15
trial_b,physics,3.69998581686885e-09,2.712108356246653e-09,2.258814088875294e-06,2.223079251166293e-06
trial_b,agent,3.69998581686885e-09,2.712108356246653e-09,2.258814088875294e-06,2.223079251166293e-06
trial_b,ramp,1.6856039369103469e-06,1.7269066330206934e-06,8.895158741661172e-09,1.1638723523727733e-08
trial_c,physics,1.7803003006650218e-06,1.2407658541692519e-06,3.013357838308767e-13,9.166805247742863e-12
trial_c,agent,2.166181793622529e-15,2.7617197265446863e-18,2.535887618981138e-06,3.6512594621132074e-06
trial_c,ramp,2.166181793622529e-15,2.7617197265446863e-18,2.535887618981138e-06,3.6512594621132074e-06
trial_d,physics,2.223079251166294e-06,2.258814088875294e-06,2.712108356246646e-09,3.6999858168688382e-09
trial_d,agent,1.1638723523727737e-08,8.895158741661184e-09,1.7269066330206934e-06,1.6856039369103466e-06
trial_d,ramp,1.1638723523727737e-08,8.895158741661184e-09,1.7269066330206934e-06,1.6856039369103466e-06
