trial,model,choice_1,choice_2,choice_3,choice_4
trial_a,physics,8.843773538778768e-08,8.441468321175376e-08,2.3235306039352496e-07,2.3588841087770568e-07
trial_a,agent,8.843773538778768e-08,8.441468321175376e-08,2.3235306039352496e-07,2.3588841087770568e-07
trial_a,ramp,3.690294886416377e-07,3.6332278024371205e-07,7.04710275414125e-08,7.768409215319534e-08
trial_b,physics,9.145564915531833e-20,2.6323176871047296e-21,1.1670421768870158e-05,9.415099303371538e-06
trial_b,agent,9.145564915531833e-20,2.6323176871047296e-21,1.1670421768870158e-05,9.415099303371538e-06
trial_b,ramp,5.518795330433787e-06,6.61985072939383e-06,4.510432250022002e-17,6.936674300504249e-16
trial_c,physics,2.3588841087770568e-07,2.3235306039352494e-07,8.441468321175377e-08,8.843773538778769e-08
trial_c,agent,7.76840921531953e-08,7.047102754141246e-08,3.633227802437121e-07,3.690294886416376e-07
trial_c,ramp,7.76840921531953e-08,7.047102754141246e-08,3.633227802437121e-07,3.690294886416376e-07
trial_d,physics,9.415099303371541e-06,1.1670421768870163e-05,2.6323176871047006e-21,9.145564915531814e-20
trial_d,agent,6.936674300504282e-16,4.510432250022002e-17,6.619850729393834e-06,5.518795330433788e-06
trial_d,ramp,6.936674300504282e-16,4.510432250022002e-17,6.619850729393834e-06,5.518795330433788e-06
