workerid,proliferate.condition,accuracy,accuracy_bool,correct_img,correct_key,correct_response,hidden_img,img_selected,internal_node_id,question_order,response,rt,rule,stimulus,time_elapsed,trial,trial_index,trial_type,error
650,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-6.0,,j,2633,light,blicket_images/ls.jpg,55777,blicket,10,image-keyboard-response,
650,color_on,True,1,,f,off,blicket_images/dc.jpg,,0.0-8.0,,f,2022,light,blicket_images/dc.jpg,61329,blicket,12,image-keyboard-response,
650,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-10.0,,j,3200,light,blicket_images/ls.jpg,65994,blicket,14,image-keyboard-response,
650,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-12.0,,j,1943,light,blicket_images/lc.jpg,68634,blicket,16,image-keyboard-response,
650,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-14.0,,j,848,light,blicket_images/ls.jpg,70010,blicket,18,image-keyboard-response,
650,color_on,True,1,,f,off,blicket_images/dc.jpg,,0.0-16.0,,f,671,light,blicket_images/dc.jpg,71266,blicket,20,image-keyboard-response,
650,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-18.0,,j,615,light,blicket_images/lc.jpg,72490,blicket,22,image-keyboard-response,
650,color_on,True,1,,f,off,blicket_images/ds.jpg,,0.0-20.0,,f,583,light,blicket_images/ds.jpg,73602,blicket,24,image-keyboard-response,
650,color_on,True,1,,f,off,blicket_images/dc.jpg,,0.0-22.0,,f,583,light,blicket_images/dc.jpg,74705,blicket,26,image-keyboard-response,
650,color_on,True,1,,f,off,blicket_images/ds.jpg,,0.0-24.0,,f,559,light,blicket_images/ds.jpg,75770,blicket,28,image-keyboard-response,
650,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-26.0,,j,583,light,blicket_images/ls.jpg,76842,blicket,30,image-keyboard-response,
650,color_on,True,1,,f,off,blicket_images/ds.jpg,,0.0-28.0,,f,543,light,blicket_images/ds.jpg,77914,blicket,32,image-keyboard-response,
650,color_on,True,1,,f,off,blicket_images/dc.jpg,,0.0-30.0,,f,551,light,blicket_images/dc.jpg,78977,blicket,34,image-keyboard-response,
650,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-32.0,,j,597,light,blicket_images/lc.jpg,80042,blicket,36,image-keyboard-response,
650,color_on,True,1,,f,off,blicket_images/ds.jpg,,0.0-34.0,,f,559,light,blicket_images/ds.jpg,81073,blicket,38,image-keyboard-response,
650,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-36.0,,j,591,light,blicket_images/ls.jpg,82114,blicket,40,image-keyboard-response,
650,color_on,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-37.0,,ls,3005,light,"Which of these options shows the image from the last trial, that you just saw?",85120,pop_quiz,41,html-button-response,
650,color_on,True,1,,,"['lc', 'ls']",,,0.0-38.0,[0],"['lc', 'ls']",5366,light,,90491,rule_question,42,survey-multi-select,
606,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-6.0,,f,5640,dark,blicket_images/lc.jpg,82376,blicket,10,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-8.0,,j,2060,dark,blicket_images/ds.jpg,86441,blicket,12,image-keyboard-response,
606,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-10.0,,f,2513,dark,blicket_images/dc.jpg,90095,blicket,14,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-12.0,,j,1779,dark,blicket_images/ds.jpg,95148,blicket,16,image-keyboard-response,
606,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-14.0,,f,1060,dark,blicket_images/ls.jpg,97213,blicket,18,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-16.0,,j,725,dark,blicket_images/dc.jpg,98674,blicket,20,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-18.0,,j,952,dark,blicket_images/ds.jpg,100233,blicket,22,image-keyboard-response,
606,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-20.0,,f,655,dark,blicket_images/lc.jpg,101525,blicket,24,image-keyboard-response,
606,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-22.0,,f,577,dark,blicket_images/ls.jpg,102903,blicket,26,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-24.0,,j,823,dark,blicket_images/dc.jpg,104286,blicket,28,image-keyboard-response,
606,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-26.0,,f,623,dark,blicket_images/ls.jpg,105574,blicket,30,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-28.0,,j,600,dark,blicket_images/dc.jpg,106977,blicket,32,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-30.0,,j,597,dark,blicket_images/ds.jpg,108186,blicket,34,image-keyboard-response,
606,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-32.0,,f,587,dark,blicket_images/lc.jpg,109408,blicket,36,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-34.0,,j,962,dark,blicket_images/ds.jpg,111026,blicket,38,image-keyboard-response,
606,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-36.0,,j,571,dark,blicket_images/dc.jpg,112383,blicket,40,image-keyboard-response,
606,color_on,False,0,blicket_images/dc.jpg,,dc,,blicket_images/ds.jpg,0.0-37.0,,ds,8097,dark,"Which of these options shows the image from the last trial, that you just saw?",120482,pop_quiz,41,html-button-response,
606,color_on,True,1,,,"['dc', 'ds']",,,0.0-38.0,[0],"['dc', 'ds']",5530,dark,,126021,rule_question,42,survey-multi-select,
634,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-6.0,,j,4413,dark,blicket_images/dc.jpg,59290,blicket,10,image-keyboard-response,
634,color_on,False,0,,f,off,blicket_images/lc.jpg,,0.0-8.0,,j,2692,dark,blicket_images/lc.jpg,63040,blicket,12,image-keyboard-response,
634,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-10.0,,f,2128,dark,blicket_images/ls.jpg,66082,blicket,14,image-keyboard-response,
634,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-12.0,,f,1010,dark,blicket_images/lc.jpg,67990,blicket,16,image-keyboard-response,
634,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-14.0,,j,586,dark,blicket_images/dc.jpg,69559,blicket,18,image-keyboard-response,
634,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-16.0,,f,1184,dark,blicket_images/lc.jpg,71280,blicket,20,image-keyboard-response,
634,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-18.0,,f,656,dark,blicket_images/ls.jpg,72762,blicket,22,image-keyboard-response,
634,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-20.0,,j,691,dark,blicket_images/dc.jpg,74070,blicket,24,image-keyboard-response,
634,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-22.0,,j,647,dark,blicket_images/ds.jpg,75206,blicket,26,image-keyboard-response,
634,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-24.0,,f,586,dark,blicket_images/ls.jpg,76543,blicket,28,image-keyboard-response,
634,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-26.0,,j,575,dark,blicket_images/ds.jpg,77674,blicket,30,image-keyboard-response,
634,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-28.0,,f,604,dark,blicket_images/ls.jpg,78937,blicket,32,image-keyboard-response,
634,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-30.0,,f,528,dark,blicket_images/lc.jpg,80002,blicket,34,image-keyboard-response,
634,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-32.0,,j,520,dark,blicket_images/ds.jpg,81105,blicket,36,image-keyboard-response,
634,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-34.0,,f,699,dark,blicket_images/lc.jpg,82441,blicket,38,image-keyboard-response,
634,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-36.0,,j,562,dark,blicket_images/dc.jpg,83717,blicket,40,image-keyboard-response,
634,color_on,True,1,blicket_images/dc.jpg,,dc,,blicket_images/dc.jpg,0.0-37.0,,dc,3682,dark,"Which of these options shows the image from the last trial, that you just saw?",87404,pop_quiz,41,html-button-response,
634,color_on,True,1,,,"['dc', 'ds']",,,0.0-38.0,[0],"['dc', 'ds']",4072,dark,,91488,rule_question,42,survey-multi-select,
610,color_on,False,0,,j,on,blicket_images/ls.jpg,,0.0-6.0,,f,5055,light,blicket_images/ls.jpg,54893,blicket,10,image-keyboard-response,
610,color_on,False,0,,j,on,blicket_images/lc.jpg,,0.0-8.0,,f,1191,light,blicket_images/lc.jpg,57276,blicket,12,image-keyboard-response,
610,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-10.0,,j,2248,light,blicket_images/ls.jpg,60457,blicket,14,image-keyboard-response,
610,color_on,False,0,,f,off,blicket_images/dc.jpg,,0.0-12.0,,j,1404,light,blicket_images/dc.jpg,62365,blicket,16,image-keyboard-response,
610,color_on,True,1,,f,off,blicket_images/ds.jpg,,0.0-14.0,,f,1276,light,blicket_images/ds.jpg,63802,blicket,18,image-keyboard-response,
610,color_on,True,1,,f,off,blicket_images/dc.jpg,,0.0-16.0,,f,1689,light,blicket_images/dc.jpg,65646,blicket,20,image-keyboard-response,
610,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-18.0,,j,1371,light,blicket_images/lc.jpg,67500,blicket,22,image-keyboard-response,
610,color_on,False,0,,f,off,blicket_images/dc.jpg,,0.0-20.0,,j,1029,light,blicket_images/dc.jpg,68942,blicket,24,image-keyboard-response,
610,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-22.0,,j,1099,light,blicket_images/lc.jpg,70272,blicket,26,image-keyboard-response,
610,color_on,True,1,,f,off,blicket_images/ds.jpg,,0.0-24.0,,f,712,light,blicket_images/ds.jpg,71437,blicket,28,image-keyboard-response,
610,color_on,False,0,,j,on,blicket_images/ls.jpg,,0.0-26.0,,f,821,light,blicket_images/ls.jpg,72643,blicket,30,image-keyboard-response,
610,color_on,False,0,,f,off,blicket_images/ds.jpg,,0.0-28.0,,j,573,light,blicket_images/ds.jpg,73867,blicket,32,image-keyboard-response,
610,color_on,False,0,,j,on,blicket_images/ls.jpg,,0.0-30.0,,f,701,light,blicket_images/ls.jpg,75419,blicket,34,image-keyboard-response,
610,color_on,False,0,,f,off,blicket_images/dc.jpg,,0.0-32.0,,j,558,light,blicket_images/dc.jpg,76624,blicket,36,image-keyboard-response,
610,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-34.0,,j,435,light,blicket_images/ls.jpg,77887,blicket,38,image-keyboard-response,
610,color_on,False,0,,j,on,blicket_images/lc.jpg,,0.0-36.0,,f,444,light,blicket_images/lc.jpg,78653,blicket,40,image-keyboard-response,
610,color_on,False,0,blicket_images/lc.jpg,,lc,,blicket_images/ds.jpg,0.0-37.0,,ds,4518,light,"Which of these options shows the image from the last trial, that you just saw?",83175,pop_quiz,41,html-button-response,
610,color_on,False,0,,,"['lc', 'ls']",,,0.0-38.0,[0],"['dc', 'ds']",7195,light,,90380,rule_question,42,survey-multi-select,
718,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-6.0,,j,3273,dark,blicket_images/dc.jpg,51574,blicket,10,image-keyboard-response,
718,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-8.0,,j,1361,dark,blicket_images/ds.jpg,55698,blicket,12,image-keyboard-response,
718,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-10.0,,f,885,dark,blicket_images/lc.jpg,57637,blicket,14,image-keyboard-response,
718,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-12.0,,j,1537,dark,blicket_images/dc.jpg,60684,blicket,16,image-keyboard-response,
718,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-14.0,,f,924,dark,blicket_images/lc.jpg,62078,blicket,18,image-keyboard-response,
718,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-16.0,,f,746,dark,blicket_images/ls.jpg,63385,blicket,20,image-keyboard-response,
718,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-18.0,,j,1416,dark,blicket_images/ds.jpg,65633,blicket,22,image-keyboard-response,
718,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-20.0,,j,472,dark,blicket_images/dc.jpg,66650,blicket,24,image-keyboard-response,
718,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-22.0,,f,848,dark,blicket_images/ls.jpg,67942,blicket,26,image-keyboard-response,
718,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-24.0,,j,1047,dark,blicket_images/ds.jpg,69661,blicket,28,image-keyboard-response,
718,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-26.0,,j,483,dark,blicket_images/dc.jpg,70558,blicket,30,image-keyboard-response,
718,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-28.0,,j,801,dark,blicket_images/ds.jpg,71715,blicket,32,image-keyboard-response,
718,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-30.0,,f,560,dark,blicket_images/lc.jpg,72542,blicket,34,image-keyboard-response,
718,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-32.0,,f,495,dark,blicket_images/ls.jpg,73342,blicket,36,image-keyboard-response,
718,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-34.0,,f,655,dark,blicket_images/lc.jpg,74342,blicket,38,image-keyboard-response,
718,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-36.0,,j,521,dark,blicket_images/ds.jpg,75026,blicket,40,image-keyboard-response,
718,color_on,True,1,blicket_images/ds.jpg,,ds,,blicket_images/ds.jpg,0.0-37.0,,ds,5223,dark,"Which of these options shows the image from the last trial, that you just saw?",80250,pop_quiz,41,html-button-response,
718,color_on,True,1,,,"['dc', 'ds']",,,0.0-38.0,[0],"['dc', 'ds']",4492,dark,,84744,rule_question,42,survey-multi-select,
688,color_on,False,0,,f,off,blicket_images/lc.jpg,,0.0-6.0,,j,4411,dark,blicket_images/lc.jpg,114420,blicket,10,image-keyboard-response,
688,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-8.0,,j,3197,dark,blicket_images/dc.jpg,119356,blicket,12,image-keyboard-response,
688,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-10.0,,f,2277,dark,blicket_images/lc.jpg,123933,blicket,14,image-keyboard-response,
688,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-12.0,,j,1291,dark,blicket_images/dc.jpg,126425,blicket,16,image-keyboard-response,
688,color_on,False,0,,f,off,blicket_images/ls.jpg,,0.0-14.0,,j,1744,dark,blicket_images/ls.jpg,129242,blicket,18,image-keyboard-response,
688,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-16.0,,j,1153,dark,blicket_images/ds.jpg,131593,blicket,20,image-keyboard-response,
688,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-18.0,,f,2613,dark,blicket_images/lc.jpg,135392,blicket,22,image-keyboard-response,
688,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-20.0,,f,984,dark,blicket_images/ls.jpg,137420,blicket,24,image-keyboard-response,
688,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-22.0,,j,956,dark,blicket_images/ds.jpg,139475,blicket,26,image-keyboard-response,
688,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-24.0,,j,665,dark,blicket_images/dc.jpg,140967,blicket,28,image-keyboard-response,
688,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-26.0,,f,800,dark,blicket_images/ls.jpg,142366,blicket,30,image-keyboard-response,
688,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-28.0,,j,778,dark,blicket_images/ds.jpg,143678,blicket,32,image-keyboard-response,
688,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-30.0,,j,953,dark,blicket_images/dc.jpg,145308,blicket,34,image-keyboard-response,
688,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-32.0,,f,727,dark,blicket_images/ls.jpg,146605,blicket,36,image-keyboard-response,
688,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-34.0,,f,698,dark,blicket_images/lc.jpg,148216,blicket,38,image-keyboard-response,
688,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-36.0,,j,632,dark,blicket_images/dc.jpg,149734,blicket,40,image-keyboard-response,
688,color_on,False,0,blicket_images/dc.jpg,,dc,,blicket_images/lc.jpg,0.0-37.0,,lc,8119,dark,"Which of these options shows the image from the last trial, that you just saw?",157855,pop_quiz,41,html-button-response,
688,color_on,True,1,,,"['dc', 'ds']",,,0.0-38.0,[0],"['dc', 'ds']",6186,dark,,164045,rule_question,42,survey-multi-select,
663,color_on,False,0,,f,off,blicket_images/ls.jpg,,0.0-6.0,,j,8832,dark,blicket_images/ls.jpg,161802,blicket,16,image-keyboard-response,
663,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-8.0,,j,2430,dark,blicket_images/ds.jpg,165965,blicket,18,image-keyboard-response,
663,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-10.0,,f,3592,dark,blicket_images/dc.jpg,171487,blicket,20,image-keyboard-response,
663,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-12.0,,f,1762,dark,blicket_images/lc.jpg,177084,blicket,22,image-keyboard-response,
663,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-14.0,,j,3005,dark,blicket_images/ds.jpg,180748,blicket,24,image-keyboard-response,
663,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-16.0,,f,1216,dark,blicket_images/ls.jpg,182535,blicket,26,image-keyboard-response,
663,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-18.0,,j,1861,dark,blicket_images/ds.jpg,184869,blicket,28,image-keyboard-response,
663,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-20.0,,f,1039,dark,blicket_images/lc.jpg,186504,blicket,30,image-keyboard-response,
663,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-22.0,,f,1066,dark,blicket_images/ls.jpg,188539,blicket,32,image-keyboard-response,
663,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-24.0,,j,1299,dark,blicket_images/dc.jpg,190390,blicket,34,image-keyboard-response,
663,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-26.0,,f,897,dark,blicket_images/lc.jpg,192186,blicket,36,image-keyboard-response,
663,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-28.0,,j,693,dark,blicket_images/dc.jpg,193357,blicket,38,image-keyboard-response,
663,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-30.0,,j,535,dark,blicket_images/ds.jpg,194465,blicket,40,image-keyboard-response,
663,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-32.0,,f,714,dark,blicket_images/ls.jpg,195606,blicket,42,image-keyboard-response,
663,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-34.0,,f,1565,dark,blicket_images/lc.jpg,197720,blicket,44,image-keyboard-response,
663,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-36.0,,j,763,dark,blicket_images/dc.jpg,198934,blicket,46,image-keyboard-response,
663,color_on,False,0,blicket_images/dc.jpg,,dc,,blicket_images/lc.jpg,0.0-37.0,,lc,10550,dark,"Which of these options shows the image from the last trial, that you just saw?",209486,pop_quiz,47,html-button-response,
663,color_on,True,1,,,"['dc', 'ds']",,,0.0-38.0,[0],"['dc', 'ds']",6360,dark,,215851,rule_question,48,survey-multi-select,
710,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-6.0,,j,3259,dark,blicket_images/ds.jpg,160361,blicket,10,image-keyboard-response,
710,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-8.0,,j,2206,dark,blicket_images/dc.jpg,166437,blicket,12,image-keyboard-response,
710,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-10.0,,j,1106,dark,blicket_images/ds.jpg,168854,blicket,14,image-keyboard-response,
710,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-12.0,,f,872,dark,blicket_images/ls.jpg,170581,blicket,16,image-keyboard-response,
710,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-14.0,,j,1155,dark,blicket_images/ds.jpg,172612,blicket,18,image-keyboard-response,
710,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-16.0,,f,896,dark,blicket_images/ls.jpg,174246,blicket,20,image-keyboard-response,
710,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-18.0,,j,2244,dark,blicket_images/ds.jpg,177515,blicket,22,image-keyboard-response,
710,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-20.0,,j,1155,dark,blicket_images/dc.jpg,179584,blicket,24,image-keyboard-response,
710,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-22.0,,f,783,dark,blicket_images/lc.jpg,180985,blicket,26,image-keyboard-response,
710,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-24.0,,j,1816,dark,blicket_images/dc.jpg,183663,blicket,28,image-keyboard-response,
710,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-26.0,,f,884,dark,blicket_images/lc.jpg,185267,blicket,30,image-keyboard-response,
710,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-28.0,,f,881,dark,blicket_images/ls.jpg,186902,blicket,32,image-keyboard-response,
710,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-30.0,,f,858,dark,blicket_images/lc.jpg,188412,blicket,34,image-keyboard-response,
710,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-32.0,,j,665,dark,blicket_images/dc.jpg,189821,blicket,36,image-keyboard-response,
710,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-34.0,,f,886,dark,blicket_images/lc.jpg,191390,blicket,38,image-keyboard-response,
710,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-36.0,,j,1557,dark,blicket_images/dc.jpg,193586,blicket,40,image-keyboard-response,
710,color_on,True,1,blicket_images/dc.jpg,,dc,,blicket_images/dc.jpg,0.0-37.0,,dc,8257,dark,"Which of these options shows the image from the last trial, that you just saw?",201847,pop_quiz,41,html-button-response,
710,color_on,True,1,,,"['dc', 'ds']",,,0.0-38.0,[0],"['dc', 'ds']",7039,dark,,208902,rule_question,42,survey-multi-select,
692,color_on,False,0,,f,off,blicket_images/ls.jpg,,0.0-6.0,,j,1889,dark,blicket_images/ls.jpg,93867,blicket,16,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-8.0,,j,1417,dark,blicket_images/dc.jpg,96343,blicket,18,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-10.0,,j,520,dark,blicket_images/ds.jpg,97541,blicket,20,image-keyboard-response,
692,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-12.0,,f,701,dark,blicket_images/lc.jpg,98644,blicket,22,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-14.0,,j,551,dark,blicket_images/ds.jpg,99988,blicket,24,image-keyboard-response,
692,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-16.0,,f,411,dark,blicket_images/ls.jpg,100730,blicket,26,image-keyboard-response,
692,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-18.0,,f,698,dark,blicket_images/lc.jpg,102294,blicket,28,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-20.0,,j,640,dark,blicket_images/dc.jpg,103561,blicket,30,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-22.0,,j,531,dark,blicket_images/ds.jpg,104484,blicket,32,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-24.0,,j,826,dark,blicket_images/dc.jpg,105697,blicket,34,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-26.0,,j,666,dark,blicket_images/ds.jpg,106885,blicket,36,image-keyboard-response,
692,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-28.0,,f,571,dark,blicket_images/ls.jpg,107924,blicket,38,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-30.0,,j,520,dark,blicket_images/dc.jpg,108985,blicket,40,image-keyboard-response,
692,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-32.0,,f,541,dark,blicket_images/lc.jpg,109944,blicket,42,image-keyboard-response,
692,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-34.0,,f,515,dark,blicket_images/ls.jpg,110781,blicket,44,image-keyboard-response,
692,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-36.0,,j,503,dark,blicket_images/ds.jpg,111660,blicket,46,image-keyboard-response,
692,color_on,False,0,blicket_images/ds.jpg,,ds,,blicket_images/dc.jpg,0.0-37.0,,dc,2555,dark,"Which of these options shows the image from the last trial, that you just saw?",114217,pop_quiz,47,html-button-response,
692,color_on,True,1,,,"['dc', 'ds']",,,0.0-38.0,[0],"['dc', 'ds']",3781,dark,,118002,rule_question,48,survey-multi-select,
709,color_on,False,0,,j,on,blicket_images/ds.jpg,,0.0-6.0,,f,1525,dark,blicket_images/ds.jpg,59373,blicket,16,image-keyboard-response,
709,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-8.0,,f,774,dark,blicket_images/dc.jpg,61302,blicket,18,image-keyboard-response,
709,color_on,False,0,,j,on,blicket_images/ds.jpg,,0.0-10.0,,f,684,dark,blicket_images/ds.jpg,63029,blicket,20,image-keyboard-response,
709,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-12.0,,f,694,dark,blicket_images/ls.jpg,64940,blicket,22,image-keyboard-response,
709,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-14.0,,f,618,dark,blicket_images/dc.jpg,66291,blicket,24,image-keyboard-response,
709,color_on,False,0,,f,off,blicket_images/ls.jpg,,0.0-16.0,,j,571,dark,blicket_images/ls.jpg,67676,blicket,26,image-keyboard-response,
709,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-18.0,,f,546,dark,blicket_images/lc.jpg,68933,blicket,28,image-keyboard-response,
709,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-20.0,,f,36,dark,blicket_images/dc.jpg,69637,blicket,30,image-keyboard-response,
709,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-22.0,,f,531,dark,blicket_images/lc.jpg,70541,blicket,32,image-keyboard-response,
709,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-24.0,,f,658,dark,blicket_images/ls.jpg,72437,blicket,34,image-keyboard-response,
709,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-26.0,,f,578,dark,blicket_images/dc.jpg,73717,blicket,36,image-keyboard-response,
709,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-28.0,,f,619,dark,blicket_images/ls.jpg,75189,blicket,38,image-keyboard-response,
709,color_on,False,0,,j,on,blicket_images/ds.jpg,,0.0-30.0,,f,481,dark,blicket_images/ds.jpg,76286,blicket,40,image-keyboard-response,
709,color_on,True,1,,f,off,blicket_images/lc.jpg,,0.0-32.0,,f,442,dark,blicket_images/lc.jpg,77237,blicket,42,image-keyboard-response,
709,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-34.0,,f,417,dark,blicket_images/ls.jpg,78110,blicket,44,image-keyboard-response,
