trial,element,block_noise_sd,ramp_noise_sd,block_noise_down,ramp_noise_down,block_noise_up,ramp_noise_up,final_position_down,final_position_up,agent_valid,physics_valid,ramp_valid
a,black_block,0.225,0.0,0.11950896206676616,0.0,0.8080796107345454,0.0,908.5700785417527,842.3961761983494,True,True,False
a,black_block,0.225,0.0,-0.19855357391390346,0.0,0.8041234658160521,0.0,1248.8692820511,844.7397525479854,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.513317507600512,0.0,1.0856931535675707,975.3455425693295,958.7147213700209,True,True,False
b,blue_ramp,0.0,1.3,0.0,1.6250316954086155,0.0,1.2900904646750124,801.7324775500865,895.6061399919863,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.8703095887017605,0.0,1.4312630752216664,916.7108503683431,855.8055856395085,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.6648609662714682,0.0,1.445492595282217,958.8892169582184,849.2298562588933,True,True,False
b,blue_ramp,0.0,1.3,0.0,3.293002424479873,0.0,1.4479486145170832,645.101973509086,850.9218616393473,False,False,False
b,blue_ramp,0.0,1.3,0.0,0.28949224168147975,0.0,1.995045043214182,1009.355921482422,595.8286654621022,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.3027611035224536,0.0,1.2569427891672158,1020.3819546676364,906.0344156677706,True,True,False
b,blue_ramp,0.0,1.3,0.0,1.9735202061143664,0.0,0.36986314831765643,645.101113128748,368.0244642898303,False,False,True
b,blue_ramp,0.0,1.3,0.0,1.2591396459516773,0.0,0.9904656813219447,854.9413658359872,987.5899760038749,True,True,False
b,blue_ramp,0.0,1.3,0.0,1.137204537168799,0.0,0.7050516369990103,876.4122050402325,1099.7264839845298,True,True,False
b,blue_ramp,0.0,1.3,0.0,1.7376040351134516,0.0,0.7444134784576886,774.4711678522972,1085.1704581234774,False,False,False
b,blue_ramp,0.0,1.3,0.0,2.733945280326892,0.0,0.7140662010163431,645.1009829700895,1101.8091632063515,False,False,False
b,blue_ramp,0.0,1.3,0.0,0.29181418371195067,0.0,1.843987706757224,1008.7057875827427,590.729368458835,True,True,False
b,blue_ramp,0.0,1.3,0.0,1.7116808195858138,0.0,0.48868550352757506,780.3006794911364,435.58446324575345,False,False,True
b,blue_ramp,0.0,1.3,0.0,4.668904417577373,0.0,0.264575281849809,645.100000658122,339.3025605466794,False,False,True
b,blue_ramp,0.0,1.3,0.0,1.906573922280328,0.0,0.6668735299188772,645.1014323760456,473.24076406639796,False,False,True
b,blue_ramp,0.0,1.3,0.0,2.0759094256866817,0.0,1.2803677140627723,645.0471528474285,898.0148269210549,False,False,False
b,blue_ramp,0.0,1.3,0.0,0.4898024580246866,0.0,2.108294126946271,985.2510791207349,599.3114944009135,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.8285688164673515,0.0,2.2226149863611657,926.6925607922345,602.564197747561,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.448640310648883,0.0,0.9772726752046,988.7684288466314,996.8827424279078,True,True,False
b,blue_ramp,0.0,1.3,0.0,1.859450866137007,0.0,0.2492975191899559,645.079621461414,333.28741140395374,False,False,True
b,blue_ramp,0.0,1.3,0.0,0.048926213151643846,0.0,1.230277626989882,1053.4871400715333,913.6328740007721,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.42133021360725065,0.0,2.636983049016181,1000.6700851071122,612.4205559839961,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.42815983144832864,0.0,0.7019484305359353,997.6785447255545,1112.923022334162,True,True,False
b,blue_ramp,0.0,1.3,0.0,1.5392037612872995,0.0,0.9142284369020972,815.7035967509624,1024.8601465940078,True,True,False
b,blue_ramp,0.0,1.3,0.0,-0.044026876575437794,0.0,3.2889296816736326,1070.5672681614092,626.0758650520687,True,True,False
b,blue_ramp,0.0,1.3,0.0,3.271585691760707,0.0,0.6578719068440789,645.1019244625868,454.6163608716612,False,False,True
b,blue_ramp,0.0,1.3,0.0,0.7923041310376696,0.0,1.242640164823459,933.5643510987059,912.0468255832197,True,True,False
b,blue_ramp,0.0,1.3,0.0,-0.07738057929002326,0.0,0.8489441503366686,1083.9016895636871,1038.9094537343028,True,True,False
b,blue_ramp,0.0,1.3,0.0,1.2421021308677327,0.0,1.2276104842528082,859.3694016916256,914.5664390270504,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.6401401760971394,0.0,2.4871705149704764,957.9709261386054,609.215614664152,True,True,False
b,blue_ramp,0.0,1.3,0.0,0.48135862627542736,0.0,1.1386837021081344,988.9791744322094,941.4915794162323,True,True,False
