trial,element,model,block_noise_sd,ramp_noise_sd,block_noise_up,ramp_noise_up,final_position_up,ramp_valid,up_stop_reason
a,black_block,ramp,0.33,0.0,1.00200549652505,0.0,841.1534015890484,False,settled
a,black_block,ramp,0.33,0.0,0.7920697199366642,0.0,841.56653034774,False,settled
a,black_block,ramp,0.33,0.0,0.8187952341348692,0.0,842.1465112798613,False,settled
a,black_block,ramp,0.33,0.0,0.7896007841399649,0.0,838.400270487499,False,settled
a,black_block,ramp,0.33,0.0,0.8724248683948639,0.0,841.6877111220308,False,settled
a,black_block,ramp,0.33,0.0,0.8108420729723217,0.0,842.2961099386863,False,settled
a,black_block,ramp,0.33,0.0,0.8681226307289222,0.0,837.7714582889487,False,settled
a,black_block,ramp,0.33,0.0,0.8432687523107105,0.0,841.4688996235177,False,settled
a,black_block,ramp,0.33,0.0,1.1493944298085608,0.0,843.757592644634,False,settled
a,black_block,ramp,0.33,0.0,0.97176441608308,0.0,839.4270073527287,False,settled
a,black_block,ramp,0.33,0.0,1.0370170388421123,0.0,842.8189823452359,False,settled
a,black_block,ramp,0.33,0.0,0.8516891574570352,0.0,843.0270764889979,False,settled
a,black_block,ramp,0.33,0.0,0.9261364896045955,0.0,837.042053583971,False,settled
a,black_block,ramp,0.33,0.0,0.8831097118268666,0.0,842.039925527194,False,settled
a,black_block,ramp,0.33,0.0,0.7903092206437207,0.0,842.3770124429964,False,settled
a,black_block,ramp,0.33,0.0,0.9228761510242963,0.0,837.9824418873181,False,settled
a,black_block,ramp,0.33,0.0,1.0122976291969032,0.0,839.6061202589268,False,settled
a,black_block,ramp,0.33,0.0,1.0103710201353564,0.0,840.1744487574567,False,settled
a,black_block,ramp,0.33,0.0,0.8244346921282809,0.0,842.6744985166567,False,settled
a,black_block,ramp,0.33,0.0,1.0141980769280334,0.0,841.1496266188865,False,settled
a,black_block,ramp,0.33,0.0,0.9873623831177487,0.0,841.381013842626,False,settled
a,black_block,ramp,0.33,0.0,0.7988253539071528,0.0,842.2498074415423,False,settled
a,black_block,ramp,0.33,0.0,0.9676105017757889,0.0,839.8198334940178,False,settled
a,red_block,ramp,0.33,0.0,0.9645433897696655,0.0,838.0685563599689,False,settled
a,red_block,ramp,0.33,0.0,1.057656205296308,0.0,837.0916735569024,False,settled
a,red_block,ramp,0.33,0.0,0.9476065676098732,0.0,841.9174627008258,False,settled
a,red_block,ramp,0.33,0.0,1.2522176952050514,0.0,836.8992120571048,False,settled
a,red_block,ramp,0.33,0.0,1.2300256133992413,0.0,841.2711538699357,False,settled
a,red_block,ramp,0.33,0.0,1.1121967216626762,0.0,842.3433940480239,False,settled
a,red_block,ramp,0.33,0.0,0.9711953450025748,0.0,843.2674254833838,False,settled
a,red_block,ramp,0.33,0.0,0.9815926026505899,0.0,841.6943579718389,False,settled
a,red_block,ramp,0.33,0.0,0.9296856908514559,0.0,837.9035318009453,False,settled
a,red_block,ramp,0.33,0.0,1.3362753632544637,0.0,807.5797360132938,False,settled
a,red_block,ramp,0.33,0.0,0.9245179563573347,0.0,843.2017059625286,False,settled
a,red_block,ramp,0.33,0.0,0.9353353211723144,0.0,842.6503041293374,False,settled
a,red_block,ramp,0.33,0.0,0.9431104614465127,0.0,841.89157078555,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7008797449771906,1105.4912354134754,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.328521457446734,883.3969364768972,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.2791256634172103,899.1742100400813,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9206986791089742,1020.7912334240297,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7529343131156284,1081.3679448507771,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.170656958380821,930.2589765120277,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1306968214451754,947.9629959192865,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9276894915202681,1019.4775559001893,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1998100930963143,920.8434216549575,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9764956319989244,997.4952916106602,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8457719353610119,1041.4276328708206,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8944553965123806,1028.1425237212118,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7135983318274014,1100.5342508273625,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9724842033035881,1000.6588909663446,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8367632584331588,1048.3375145199893,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.0123697959945077,989.5340386187115,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.2542162249625208,908.5448136264648,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7315183597084655,1099.8179889639102,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1032940096801611,953.3023284813468,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1286216432017648,941.3439849005715,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.0876372482221461,957.0982890331803,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8501392083164192,1038.0214309697376,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.109253672368472,948.3325276678196,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9615263927683498,998.4670882950429,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7343508046714683,1097.8335478134902,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8117909425446062,1054.08687467224,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8945888025654759,1028.036290848939,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9989713239150388,985.69698404897,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.2645031144255892,905.995219615413,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1105030339359105,947.3910962332252,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7682345451732455,1074.0893522316803,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.6927234189087526,1108.0829334544371,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.6994846662282904,1110.6842303810051,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1878048895998916,923.4805098107629,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7392799501674628,1084.835450359015,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.2064056811882538,922.8546155563059,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.4559988872090115,846.0826715992048,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.783905082296304,1076.4823652912332,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9707169822212759,1002.0935762660656,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.049509346223901,969.655991987713,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1481674048995785,937.6435468653293,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.69957998380224,1111.5206618456539,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9597227845809486,999.7058951234404,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8193717898630548,1061.7340582625034,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9002557611506861,1023.536706891847,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1967063339673607,923.5644199954754,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7526596557662032,1081.2135440513075,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.2262335573981877,915.0483515880654,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.4016380886896995,860.8667068678047,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9191577742322934,1021.0811471891809,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.21379813755302,916.5086595102324,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7228064068960757,1090.7501130175008,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.0057323555780984,984.3635556760795,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8891707151779675,1032.3511141834074,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9116456529237835,1026.6636741824764,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7803678421371251,1065.0934098536202,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.4053479623481253,863.7057183173005,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.753044807556349,1081.5369575244138,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8232883592003425,1058.6378840592065,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.3726188582912575,873.6008713180779,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8175013837745289,1063.222966404898,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.6870086973597296,1118.6877579498673,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9283028067660607,1019.3623236294319,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.5653958315081355,825.8010904273926,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7192997575698544,1100.1565164695094,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.2837395027228269,894.959700191257,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.997160013623146,986.0787547232538,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8280584952923686,1055.1460623305095,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7350608950185785,1084.5817196544717,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.126711920953417,942.7420621504222,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7472613233465707,1085.6581052105073,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7935731700441772,1072.3161038114893,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.5888384990477091,820.4363772033747,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9622126864695585,997.9242374519739,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.2290812414789232,914.0515328730392,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9173300498171868,1022.4009893996765,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.3761295261941326,869.9921284206546,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.882616947845391,1037.3586374351025,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7982538067927187,1071.6992734082569,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.881502314828524,1038.2522935064017,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8241687072896737,1058.1944691128597,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7434541948944129,1089.360074410533,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8786464941020289,1028.0411012485538,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8816091782450458,1038.1666322087735,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.0115524848869568,979.9457450163337,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7549618218582591,1077.4333548827553,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9286939720624839,1019.2888296964911,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7790555997980586,1066.1578189264658,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.2625017847826656,900.9595578069876,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7127758876302612,1099.3708847126602,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.6908013111960861,1113.0028291513977,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8420664770895246,1044.2120189984528,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.8713644201830362,1033.6873440897928,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7486315207273266,1087.7282583171116,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.0954336087996532,959.6621777149807,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7668785647017594,1074.9754510785633,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.9638636313558628,996.636931654929,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1825334600306832,928.0486775180699,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.6987197526816755,1103.5369053855477,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.7577762553090464,1076.6056984292875,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,0.896158245944614,1026.7864537015143,False,settled
b,blue_ramp,ramp,0.0,0.6,0.0,1.1628862422974706,936.7455500223236,False,settled
