trial,element,block_noise_sd,ramp_noise_sd,block_noise_down,ramp_noise_down,block_noise_up,ramp_noise_up,final_position_down,final_position_up,agent_valid,physics_valid,ramp_valid
a,black_block,0.225,0.0,0.11950896206676616,0.0,0.8080796107345454,0.0,908.5700785417527,842.3961761983494,True,True,False
a,black_block,0.225,0.0,-0.19855357391390346,0.0,0.8041234658160521,0.0,1248.8692820511,844.7397525479854,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.394859621231163,0.0,0.8351485796673621,996.8951173283773,1049.600240785121,True,True,False
b,blue_ramp,0.0,1.0,0.0,1.2500243810835503,0.0,0.9923772805192402,854.90949670105,987.1784898762077,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.6694689143859696,0.0,1.1009715963243587,956.7631511774939,954.9916646480656,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.511431512516514,0.0,1.1119173809863208,976.0717082528266,954.8851849918944,True,True,False
b,blue_ramp,0.0,1.0,0.0,2.5330787880614407,0.0,1.1138066265516025,645.1007697136489,953.2760957770495,False,False,False
b,blue_ramp,0.0,1.0,0.0,0.22268633975498442,0.0,1.5346500332416784,1019.8809109138085,833.213310737585,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.23289315655573353,0.0,0.966879068590166,1032.9069142244077,1005.2098377782387,True,True,False
b,blue_ramp,0.0,1.0,0.0,2.103034831020686,0.0,0.5492816930894947,645.1008145339048,394.6063391057946,False,False,True
b,blue_ramp,0.0,1.0,0.0,3.5914649365979794,0.0,0.20351944757677615,645.1027437190913,312.21784077647425,False,False,True
b,blue_ramp,0.0,1.0,0.0,1.5968534043743705,0.0,0.9848982415867479,806.4739173167993,991.2284679831617,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.3767711215574512,0.0,1.621764713035593,1004.6598347482083,810.8773854515961,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.6373606280518088,0.0,1.709703835662435,959.2241898636051,585.6588746508629,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.3451079312683715,0.0,0.7517482116958462,1002.3616650740411,1081.4158579615537,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.03763554857818757,0.0,0.9463674053768324,1058.0958096073991,1010.3224368343831,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.3241001643132697,0.0,2.028448499243216,1011.2490203079944,596.9064207790832,True,True,False
b,blue_ramp,0.0,1.0,0.0,1.1840028932979227,0.0,0.703252643770844,869.5771045837168,1105.453308429724,True,True,False
b,blue_ramp,0.0,1.0,0.0,-0.03386682813495215,0.0,2.5299459089797174,1066.472010840573,610.1026308469629,True,True,False
b,blue_ramp,0.0,1.0,0.0,2.5166043782774667,0.0,0.5060553129569838,645.1007552778829,443.6515386952205,False,False,True
b,blue_ramp,0.0,1.0,0.0,0.9554631775905635,0.0,0.9443157571175447,902.6168077378459,1011.9810662715863,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.49241552007472256,0.0,1.913208088438828,984.1055201680666,593.1608242462402,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.37027586636571336,0.0,0.8759105400831804,1007.4688614066254,1030.2567207525403,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.42128894733713945,0.0,1.068698372456768,1000.6881626164237,966.8814809608806,True,True,False
b,blue_ramp,0.0,1.0,0.0,1.1801850775346638,0.0,1.5787162135644481,865.7670216200944,820.6641996339306,True,True,False
b,blue_ramp,0.0,1.0,0.0,-0.04540074241571974,0.0,0.9543165088026925,1071.1212469545635,1003.9315125979294,True,True,False
b,blue_ramp,0.0,1.0,0.0,1.3187764708801897,0.0,1.3265409641436137,843.7608041375893,885.3299353075462,True,True,False
b,blue_ramp,0.0,1.0,0.0,2.2923163674705425,0.0,-0.07174114343930584,645.1007514400812,190.1468377317333,False,False,True
b,blue_ramp,0.0,1.0,0.0,1.227815007948442,0.0,1.807696487086956,862.1518281111036,589.4584011479965,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.044171052813542964,0.0,1.3868718703798941,1055.4278685552467,864.8258199852527,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.28201828807242707,0.0,1.4221289591706658,1012.439695165982,856.7462634370505,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.2105158725239207,0.0,1.2754920029362526,1024.8674922634257,902.5714789418518,True,True,False
b,blue_ramp,0.0,1.0,0.0,0.42044689480579245,0.0,1.2113366283729055,1001.0570342483823,918.5666870543151,True,True,False
