trial,element,model,block_noise_sd,ramp_noise_sd,block_noise_up,ramp_noise_up,final_position_up,ramp_valid,up_stop_reason
a,black_block,ramp,0.35,0.0,0.8794613094342535,0.0,839.9406195584439,False,settled
a,black_block,ramp,0.35,0.0,0.8265778006739064,0.0,839.3461932673503,False,settled
a,black_block,ramp,0.35,0.0,0.8061813126516353,0.0,842.5368635606499,False,settled
a,black_block,ramp,0.35,0.0,0.8523517185494051,0.0,841.7734072793083,False,settled
a,black_block,ramp,0.35,0.0,1.1333099514954004,0.0,843.4582939576364,False,settled
a,black_block,ramp,0.35,0.0,0.8101996230045816,0.0,837.6025585225415,False,settled
a,black_block,ramp,0.35,0.0,0.8528911587572918,0.0,841.6855097800695,False,settled
a,black_block,ramp,0.35,0.0,0.9575901106484953,0.0,837.007918040252,False,settled
a,black_block,ramp,0.35,0.0,0.897304352560502,0.0,837.9418200113645,False,settled
a,black_block,ramp,0.35,0.0,0.8259577481238594,0.0,845.6505128317275,False,settled
a,black_block,ramp,0.35,0.0,0.9625944539713079,0.0,837.201431455872,False,settled
a,black_block,ramp,0.35,0.0,1.053131056896263,0.0,838.642599173481,False,settled
a,black_block,ramp,0.35,0.0,0.8716094041828475,0.0,839.0416753741073,False,settled
a,black_block,ramp,0.35,0.0,0.8160472095719403,0.0,844.7916126467984,False,settled
a,black_block,ramp,0.35,0.0,0.9195440029274137,0.0,838.9368204781067,False,settled
a,black_block,ramp,0.35,0.0,0.8358889051627603,0.0,839.281407702612,False,settled
a,black_block,ramp,0.35,0.0,1.3122252918679569,0.0,805.9684518150169,False,settled
a,black_block,ramp,0.35,0.0,0.9287266779157072,0.0,837.1005178584164,False,settled
a,black_block,ramp,0.35,0.0,0.8521829943799626,0.0,843.3178321449112,False,settled
a,black_block,ramp,0.35,0.0,0.9307855006075398,0.0,843.2378858870245,False,settled
a,black_block,ramp,0.35,0.0,1.0775496122458732,0.0,836.818461923509,False,settled
a,black_block,ramp,0.35,0.0,0.8448530642420434,0.0,838.1721847781989,False,settled
a,black_block,ramp,0.35,0.0,0.7936731817895959,0.0,841.919610534823,False,settled
a,black_block,ramp,0.35,0.0,0.7986817126045237,0.0,840.924330233166,False,settled
a,black_block,ramp,0.35,0.0,0.862174332616306,0.0,837.321486152468,False,settled
a,black_block,ramp,0.35,0.0,0.8384726788071654,0.0,841.394922515294,False,settled
a,black_block,ramp,0.35,0.0,0.8664965715874144,0.0,839.8351820561124,False,settled
a,black_block,ramp,0.35,0.0,0.8929200104282369,0.0,838.4881720932957,False,settled
a,black_block,ramp,0.35,0.0,0.9153016489286809,0.0,839.3073612898768,False,settled
a,red_block,ramp,0.35,0.0,0.9420313966675651,0.0,836.596416857171,False,settled
a,red_block,ramp,0.35,0.0,1.0330093340856674,0.0,840.2063417779932,False,settled
a,red_block,ramp,0.35,0.0,0.9628110293955001,0.0,838.4464654101668,False,settled
a,red_block,ramp,0.35,0.0,0.9666121005131085,0.0,840.3069571287306,False,settled
a,red_block,ramp,0.35,0.0,1.0523610598506947,0.0,837.8134062936249,False,settled
a,red_block,ramp,0.35,0.0,0.9422006642823809,0.0,837.5496000894065,False,settled
a,red_block,ramp,0.35,0.0,0.9449122940021238,0.0,844.7068754556497,False,settled
a,red_block,ramp,0.35,0.0,0.9896050486335335,0.0,844.6303421494672,False,settled
a,red_block,ramp,0.35,0.0,1.073138106663969,0.0,842.6111726616743,False,settled
a,red_block,ramp,0.35,0.0,0.9695807632491172,0.0,842.5000847812585,False,settled
a,red_block,ramp,0.35,0.0,0.9610730707228556,0.0,844.4807015927744,False,settled
a,red_block,ramp,0.35,0.0,0.9454274983061559,0.0,839.4700059499759,False,settled
a,red_block,ramp,0.35,0.0,1.1787830363310894,0.0,839.1283819126431,False,settled
a,red_block,ramp,0.35,0.0,0.98917706964459,0.0,844.4862588867887,False,settled
a,red_block,ramp,0.35,0.0,0.9403297517566569,0.0,842.7152178363721,False,settled
