trial,element,block_noise_sd,ramp_noise_sd,block_noise_down,ramp_noise_down,block_noise_up,ramp_noise_up,final_position_down,final_position_up,agent_valid,physics_valid,ramp_valid
a,black_block,0.225,0.0,0.11950896206676616,0.0,0.8080796107345454,0.0,908.5700785417527,842.3961761983494,True,True,False
a,black_block,0.225,0.0,-0.19855357391390346,0.0,0.8041234658160521,0.0,1248.8692820511,844.7397525479854,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.4738315454773956,0.0,1.0021782956008345,978.2913654955664,985.1052299024254,True,True,False
b,blue_ramp,0.0,1.2,0.0,1.5000292573002603,0.0,1.1908527366230883,821.8318348280822,928.4774033291578,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.8033626972631634,0.0,1.3211659155892304,928.3725579607458,568.0517268664862,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.6137178150198167,0.0,1.3343008571835848,957.6192036446092,883.7197445980967,True,True,False
b,blue_ramp,0.0,1.2,0.0,3.0396945456737288,0.0,1.336567951861923,645.1014499106976,881.4790002617573,False,False,False
b,blue_ramp,0.0,1.2,0.0,0.2672236077059813,0.0,1.841580039890014,1018.622782228442,590.6448279429607,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.2794717878668802,0.0,1.1602548823081993,1013.4965596658033,931.0161854040108,True,True,False
b,blue_ramp,0.0,1.2,0.0,1.8217109594901841,0.0,0.3414121369086059,645.0830513307728,371.9969534814274,False,False,True
b,blue_ramp,0.0,1.2,0.0,1.1622827501092405,0.0,0.9142760135279488,869.3989089182758,1024.8224205194592,True,True,False
b,blue_ramp,0.0,1.2,0.0,1.6039421862585705,0.0,0.6871509031917126,805.8410257218853,1114.0566061548473,True,True,False
b,blue_ramp,0.0,1.2,0.0,2.523641797224823,0.0,0.6591380317073936,645.1007613900586,472.9803831668228,False,False,True
b,blue_ramp,0.0,1.2,0.0,0.2693669388110314,0.0,1.7021424985451297,1017.7253923349282,786.2065773373615,True,True,False
b,blue_ramp,0.0,1.2,0.0,4.309757923917575,0.0,0.24422333709213137,645.1012891259022,331.29274621139376,False,False,True
b,blue_ramp,0.0,1.2,0.0,1.7599143897972258,0.0,0.6155755660789636,645.2552254034563,468.86340164034294,False,False,True
b,blue_ramp,0.0,1.2,0.0,1.9162240852492445,0.0,1.1818778899040974,645.1014156574795,928.6189853470014,False,False,False
b,blue_ramp,0.0,1.2,0.0,0.4521253458689414,0.0,1.9461176556427116,987.268817777215,594.250899040206,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.7648327536621705,0.0,2.051644602794922,935.76396372603,597.6545627062283,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.4141295175220458,0.0,0.9020978540350153,988.9940621956878,1022.0806281130278,True,True,False
b,blue_ramp,0.0,1.2,0.0,1.7164161841264678,0.0,0.23012078694457466,778.6723100632822,325.3247306332836,False,False,True
b,blue_ramp,0.0,1.2,0.0,0.045162658293825084,0.0,1.1356408864521987,1055.023164864948,944.0605553311915,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.38892019717592363,0.0,2.4341381990918594,999.4310516691746,607.9330373587841,True,True,False
b,blue_ramp,0.0,1.2,0.0,1.4208034719575073,0.0,0.8439031725250127,833.477885117318,1042.7867809352133,True,True,False
b,blue_ramp,0.0,1.2,0.0,-0.04064019376194258,0.0,3.0359350907756606,1069.2021114986076,619.2833119384748,True,True,False
b,blue_ramp,0.0,1.2,0.0,3.01992525393296,0.0,0.6072663755483806,645.1014142874603,468.0988028079118,False,False,True
b,blue_ramp,0.0,1.2,0.0,-0.07142822703694454,0.0,0.7836407541569248,1081.464508649571,1076.6906893898356,True,True,False
b,blue_ramp,0.0,1.2,0.0,1.1465558131086762,0.0,1.1331789085410535,871.5488138218872,945.8761690175895,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.5908986240896671,0.0,2.2958497061265937,967.4955880784363,604.5253024727796,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.444331039638856,0.0,1.0510926480998164,990.6383843250906,968.475823866109,True,True,False
b,blue_ramp,0.0,1.2,0.0,0.5055467368045673,0.0,1.2824380469481216,978.3607834703945,896.0826649126499,True,True,False
b,blue_ramp,0.0,1.2,0.0,1.4162220930415965,0.0,1.8944594562773376,835.6648002272082,592.5021308681477,True,True,False
b,blue_ramp,0.0,1.2,0.0,-0.05448089089886368,0.0,1.145179810563231,1074.8104968583066,938.5203009304001,True,True,False
b,blue_ramp,0.0,1.2,0.0,1.5825317650562276,0.0,1.5918491569723363,808.4390738921473,818.5578477329493,True,True,False
