trial,element,block_noise_sd,ramp_noise_sd,block_noise_down,ramp_noise_down,block_noise_up,ramp_noise_up,final_position_down,final_position_up,agent_valid,physics_valid,ramp_valid
a,black_block,0.25,0.0,0.13278773562974017,0.0,0.8978662341494948,0.0,902.0324387217795,838.1819252197953,True,True,False
a,black_block,0.25,0.0,-0.2206150821265594,0.0,0.8934705175733912,0.0,1326.6118189622412,838.479199157438,True,True,False
a,black_block,0.25,0.0,0.27997970932518873,0.0,0.8305770917755513,0.0,855.6456645776218,840.7161927669284,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.5528034697236281,0.0,1.1692080115343069,971.2887970717924,931.5097288339788,True,True,False
b,blue_ramp,0.0,1.4,0.0,1.7500341335169702,0.0,1.3893281927269363,645.3740448547272,867.1663814986673,False,False,False
b,blue_ramp,0.0,1.4,0.0,0.9372564801403573,0.0,1.541360234854102,911.5816302982629,830.4643737735531,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.7160041175231195,0.0,1.5566843333808489,947.0196198943064,826.8689915984432,True,True,False
b,blue_ramp,0.0,1.4,0.0,3.546310303286017,0.0,1.5593292771722433,645.1026172950596,825.9125889444134,False,False,False
b,blue_ramp,0.0,1.4,0.0,0.3117608756569782,0.0,2.1485100465383495,1016.5111826604664,600.496923879112,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.3260504191780269,0.0,1.3536306960262323,1010.4175049779592,876.1581191514447,True,True,False
b,blue_ramp,0.0,1.4,0.0,2.1253294527385482,0.0,0.39831415972670686,645.1008144415545,331.56131297423474,False,False,True
b,blue_ramp,0.0,1.4,0.0,1.3559965417941138,0.0,1.0666553491159403,843.433057598281,967.4041180128753,True,True,False
b,blue_ramp,0.0,1.4,0.0,1.2246818092587066,0.0,0.7592863783066264,858.4597447428752,1077.4735772751867,True,True,False
b,blue_ramp,0.0,1.4,0.0,1.8712658839683323,0.0,0.8016760537236646,645.0785477068486,1057.4006752129721,False,False,False
b,blue_ramp,0.0,1.4,0.0,2.9442487634289605,0.0,0.7689943703252925,645.1012849392081,1073.5522998633367,False,False,False
b,blue_ramp,0.0,1.4,0.0,0.31426142861286993,0.0,1.985832914969318,1015.4447094748537,595.5316040771412,True,True,False
b,blue_ramp,0.0,1.4,0.0,1.8433485749385685,0.0,0.5262766961066193,645.081084892283,425.1885541160438,False,False,True
b,blue_ramp,0.0,1.4,0.0,5.0280509112371705,0.0,0.2849272266074866,645.0732542483872,347.3082709597929,False,False,True
b,blue_ramp,0.0,1.4,0.0,2.05323345476343,0.0,0.7181714937587907,645.047138262403,1097.6908367901626,False,False,False
b,blue_ramp,0.0,1.4,0.0,2.2355947661241187,0.0,1.378857538221447,645.1008002501851,867.5502844542933,False,False,False
b,blue_ramp,0.0,1.4,0.0,0.5274795701804316,0.0,2.27047059824983,982.5355470748146,603.8456015581161,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.8923048792725323,0.0,2.393585369927409,915.4845371314107,606.9521372134484,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.4831511037757201,0.0,1.0524474963741846,988.1877509889827,967.3206828776136,True,True,False
b,blue_ramp,0.0,1.4,0.0,2.0024855481475456,0.0,0.2684742514353371,645.0471063540368,340.83524943171545,False,False,True
b,blue_ramp,0.0,1.4,0.0,0.052689768009462595,0.0,1.3249143675275652,1051.958419388508,886.9210701893506,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.45374023003857755,0.0,2.8398278989405026,986.5737940698734,616.0651260088474,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.4610952030982,0.0,0.7559444636540841,983.7679586987248,1076.9912629395178,True,True,False
b,blue_ramp,0.0,1.4,0.0,1.6576040506170917,0.0,0.9845537012791815,795.2356236247716,991.4997071088786,True,True,False
b,blue_ramp,0.0,1.4,0.0,-0.047413559388933005,0.0,3.5419242725716042,1071.9389819005248,633.4713427108788,True,True,False
b,blue_ramp,0.0,1.4,0.0,3.523246129588453,0.0,0.7084774381397773,645.1025540142929,1098.895952357643,False,False,False
b,blue_ramp,0.0,1.4,0.0,0.8532506026559518,0.0,1.3382278698098788,924.8149383337241,879.8487996945942,True,True,False
b,blue_ramp,0.0,1.4,0.0,-0.08333293154310197,0.0,0.9142475465164122,1086.3460794560938,1024.8449935340168,True,True,False
b,blue_ramp,0.0,1.4,0.0,1.3376484486267888,0.0,1.3220420599645624,846.520730227467,568.0962774161485,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.6893817281046115,0.0,2.678491323814359,947.9301325083602,613.2093712973737,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.5183862129119987,0.0,1.2262747561164524,973.0689527975311,915.0339323698577,True,True,False
b,blue_ramp,0.0,1.4,0.0,0.5898045262719952,0.0,1.4961777214394751,967.9858678407543,841.2221685677922,True,True,False
b,blue_ramp,0.0,1.4,0.0,1.6522591085485292,0.0,2.2102026989902273,796.4712857889546,602.2319441083738,True,True,False
b,blue_ramp,0.0,1.4,0.0,-0.06356103938200763,0.0,1.3360431123237695,1078.2442959172242,881.9943637273586,True,True,False
